年,月,日,時,分,縣市,區,死,受傷,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS緯度,GPS經度,事故類別
2021,3,1,17,53,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,3,,,1,,1,21,,B03,120.698225,24.080691,3
2021,3,1,17,55,臺中市,后里區,0,0,0,8,2,4,50,4,19,1,5,4,5,7,2,1,8,1,5,1,11,8,,,,,B11,,,1,,2,,,8,8,1,5,,B11,120.728847,24.33513,3
2021,3,1,18,1,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,F01,,,8,,2,,,6,,1,22,,F01,120.668128,24.180378,3
2021,3,1,18,12,臺中市,西屯區,0,1,0,8,3,5,40,14,8,1,5,4,5,7,4,4,9,4,4,2,16,27,2,9,3,4,C03,7,5,1,10,2,11,,27,27,1,22,8,C03,120.644285,24.186876,2
2021,3,1,18,16,臺中市,烏日區,0,1,0,8,3,5,40,3,2,1,5,4,5,7,1,1,3,4,3,2,23,42,2,1,1,1,B03,7,8,1,3,9,1,,42,42,2,21,8,B03,120.612964,24.105311,2
2021,3,1,18,35,臺中市,西屯區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,29,43,2,9,1,1,C03,7,9,1,10,2,14,,43,43,1,4,8,C03,120.652569,24.166385,2
2021,3,1,18,40,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,16,,1,22,,C03,120.636275,24.170056,3
2021,3,1,19,3,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,,,,7,,11,,,66,,1,,,,120.728215,24.087733,3
2021,3,1,19,8,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,16,,1,4,,B03,120.607625,24.18416,3
2021,3,1,19,22,臺中市,西屯區,0,1,0,8,3,5,50,3,1,1,5,4,5,7,4,4,5,4,5,2,13,23,3,10,1,1,C03,7,9,1,10,2,11,,23,23,1,22,8,C03,120.648828,24.168725,2
2021,3,1,19,30,臺中市,北區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B03,,,6,,2,,,19,,1,,,B03,120.685643,24.154199,3
2021,3,1,19,30,臺中市,烏日區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,26,,1,5,,B03,120.636889,24.096904,3
2021,3,1,19,35,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,G06,,,7,,11,,,43,,1,22,,G06,120.733357,24.146558,3
2021,3,1,19,35,臺中市,大甲區,0,1,0,8,3,5,40,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,3,10,1,1,B03,7,9,1,8,2,5,,6,6,1,21,8,B03,120.62674,24.35224,2
2021,3,1,19,44,臺中市,霧峰區,0,0,0,8,,,70,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,7,,1,5,,B03,120.695823,24.053213,3
2021,3,1,19,51,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,23,1,22,,B03,120.644492,24.178773,3
2021,3,1,20,6,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,23,,1,22,,B12,120.675249,24.171166,3
2021,3,1,20,6,臺中市,南屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,12,,1,,,B03,120.637376,24.132475,3
2021,3,1,20,33,臺中市,烏日區,0,1,0,8,3,5,50,5,1,1,5,4,5,7,1,1,10,5,5,2,16,7,2,9,1,1,C03,7,8,1,10,2,12,,7,7,1,21,8,C03,120.627352,24.104016,2
2021,3,1,20,45,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,23,,1,22,,B03,120.634341,24.161444,3
2021,3,1,20,52,臺中市,東區,0,2,0,8,3,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,7,1,1,C03,7,5,1,10,2,12,,6,6,1,21,8,C03,120.694657,24.139669,2
2021,3,1,20,55,臺中市,霧峰區,0,1,0,8,3,5,70,3,1,1,5,4,5,7,3,1,3,4,4,1,16,8,3,10,1,1,B03,7,5,1,8,2,2,,8,8,1,22,8,B03,120.695775,24.052656,2
2021,3,1,21,14,臺中市,南區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,8,1,1,C03,7,9,1,10,2,11,,6,6,1,22,8,C03,120.662583,24.120379,2
2021,3,1,21,39,臺中市,中區,0,2,0,8,3,5,30,4,1,1,5,4,5,3,4,4,10,5,5,2,15,6,2,9,1,1,C02,7,9,1,9,2,12,,6,6,1,21,8,C02,120.680896,24.144625,2
2021,3,1,21,43,臺中市,南區,0,0,0,8,,,40,,,,,,,,,,,,,,,23,,,,,B03,,,1,1,2,,,23,23,1,,,B03,120.664456,24.125342,3
2021,3,1,21,50,臺中市,西屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,42,,1,,,C03,120.645791,24.183261,3
2021,3,1,21,58,臺中市,太平區,0,1,0,8,1,5,50,14,13,1,5,4,5,7,4,4,5,5,5,1,2,23,3,10,1,1,C03,7,9,1,10,2,12,,23,23,1,18,8,C03,120.73353,24.142952,2
2021,3,1,22,15,臺中市,西屯區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,19,3,10,1,1,B01,7,1,1,4,2,4,,19,19,1,4,8,B01,120.646937,24.174827,2
2021,3,1,22,41,臺中市,南屯區,0,1,0,7,3,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,3,4,B03,7,6,1,8,2,2,,6,6,1,22,8,B03,120.646671,24.125571,2
2021,3,1,22,45,臺中市,烏日區,0,1,0,8,3,5,60,14,13,1,5,4,5,7,4,4,5,4,4,1,17,42,2,9,1,1,C03,7,9,1,10,2,12,,42,42,1,21,8,C03,120.643518,24.080068,2
2021,3,1,23,3,臺中市,沙鹿區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,17,16,3,10,1,1,C03,7,9,1,10,2,11,,16,16,1,3,9,C03,120.57671,24.224373,2
2021,3,1,23,15,臺中市,神岡區,0,1,0,7,3,5,50,14,9,1,5,4,5,7,4,4,9,4,5,1,18,22,2,9,1,1,C03,7,9,1,10,2,11,,22,22,1,12,8,C03,120.64125,24.250062,2
2021,3,1,23,35,臺中市,烏日區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,3,1,5,4,5,1,16,6,3,10,1,1,B03,7,5,1,8,2,8,,6,6,1,21,8,B03,120.644205,24.085796,2
2021,3,2,0,28,臺中市,南屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,12,,1,22,,B12,120.634493,24.147023,3
2021,3,2,5,56,臺中市,大里區,1,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,4,4,5,1,3,51,1,1,4,5,H01,8,16,8,20,10,16,,51,51,1,4,5,H01,120.675865,24.114946,1
2021,3,2,6,0,臺中市,梧棲區,1,0,0,8,1,5,50,14,7,1,5,4,5,7,4,4,8,4,4,1,3,23,3,10,1,1,B03,7,9,1,8,2,1,,23,23,1,21,8,B03,120.530339,24.254969,1
2021,3,2,6,15,臺中市,豐原區,0,1,0,8,1,5,30,3,1,1,5,4,5,7,4,4,10,5,5,2,16,43,3,10,3,4,B03,7,5,1,8,2,4,,43,43,1,22,9,B03,120.73379,24.23569,2
2021,3,2,6,23,臺中市,北屯區,0,1,0,8,2,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,11,26,3,10,1,1,B03,7,5,1,8,2,1,,26,26,1,21,8,B03,120.683935,24.179223,2
2021,3,2,6,37,臺中市,西屯區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,13,16,2,9,1,1,C03,7,9,1,10,2,11,,16,16,1,21,8,C03,120.606621,24.192701,2
2021,3,2,6,49,臺中市,龍井區,0,1,0,7,1,5,30,11,9,1,3,4,5,7,4,4,10,5,5,2,18,23,2,8,1,1,C03,7,15,1,10,2,14,,23,23,1,5,1,C03,120.519444,24.199166,2
2021,3,2,6,51,臺中市,龍井區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,42,,1,22,,C03,120.575682,24.178601,3
2021,3,2,6,52,臺中市,南屯區,0,1,0,6,2,5,40,14,11,1,4,4,5,7,4,4,5,5,4,2,18,23,2,9,1,1,C03,7,9,1,10,2,14,,23,23,1,22,8,C03,120.63654,24.145396,2
2021,3,2,6,55,臺中市,龍井區,0,1,0,8,1,5,30,3,1,1,5,4,5,7,4,4,10,5,5,2,17,6,3,10,1,1,C03,7,5,1,10,2,11,,6,6,1,21,8,C03,120.591528,24.188618,2
2021,3,2,7,0,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,7,,1,22,,C03,120.656861,24.200693,3
2021,3,2,7,0,臺中市,清水區,0,0,0,7,1,5,30,3,1,1,4,4,5,5,4,4,10,5,5,2,16,6,3,10,1,1,B03,7,6,1,8,2,8,,6,6,1,21,8,B03,120.577683,24.271983,3
2021,3,2,7,8,臺中市,北屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,18,23,2,9,4,5,F01,7,9,8,20,2,16,,23,23,1,16,2,F01,120.718595,24.171049,2
2021,3,2,7,8,臺中市,清水區,0,0,0,6,1,5,50,4,1,1,4,4,5,7,4,4,5,5,5,2,15,6,3,10,1,1,B03,7,9,1,1,2,2,,6,6,1,21,8,B03,120.540877,24.265144,3
2021,3,2,7,13,臺中市,烏日區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,17,,1,22,,B03,120.614978,24.116645,3
2021,3,2,7,15,臺中市,潭子區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,1,1,5,4,4,2,3,51,2,9,1,1,H01,8,16,8,20,10,16,,51,51,1,22,8,H01,120.692172,24.220237,2
2021,3,2,7,15,臺中市,龍井區,0,1,0,7,1,5,30,14,9,1,3,4,5,7,4,4,10,5,5,1,18,44,2,9,3,4,C03,7,9,1,10,2,15,,44,44,1,9,1,C03,120.538706,24.212827,2
2021,3,2,7,15,臺中市,沙鹿區,0,2,0,8,2,5,30,3,2,1,5,4,5,7,4,4,10,5,5,2,17,5,2,8,1,1,C03,7,5,1,10,2,11,,23,5,1,21,8,C03,120.573038,24.257533,2
2021,3,2,7,19,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,23,,1,,,C03,120.686996,24.105684,3
2021,3,2,7,23,臺中市,南屯區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,3,4,5,2,12,16,2,9,1,1,C03,7,9,1,10,2,11,,16,16,1,22,8,C03,120.642649,24.141027,2
2021,3,2,7,27,臺中市,西屯區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,5,4,5,2,13,16,3,10,3,4,C03,7,9,1,10,2,11,,16,16,1,21,8,C03,120.624905,24.181203,2
2021,3,2,7,27,臺中市,沙鹿區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,17,,1,,,B03,120.56445,24.238167,3
2021,3,2,7,29,臺中市,太平區,0,2,0,8,1,5,40,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,8,1,1,C03,7,5,1,10,2,12,14,6,6,1,22,8,C03,120.704788,24.124965,2
2021,3,2,7,30,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,,,,,C03,,,1,,2,,,16,16,1,22,,C03,120.64859,24.168838,3
2021,3,2,7,35,臺中市,烏日區,0,0,0,8,,,70,,,,,,,,,,,,,,,,,,,,B02,,,1,,2,,,16,,1,,,B02,120.619216,24.109985,3
2021,3,2,7,36,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,16,,1,,,B03,120.63842,24.159008,3
2021,3,2,7,36,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,1,,,23,,1,,,B12,120.656662,24.19816,3
2021,3,2,7,40,臺中市,南屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,5,5,2,17,27,3,10,1,1,C03,7,3,1,10,2,12,,27,27,1,22,8,C03,120.631818,24.143738,2
2021,3,2,7,40,臺中市,大里區,0,0,0,8,1,5,40,14,9,1,5,4,5,7,4,4,4,3,5,1,12,16,3,10,1,1,C03,7,4,3,18,1,11,,16,16,2,19,7,C03,120.699561,24.105215,3
2021,3,2,7,40,臺中市,大甲區,0,0,0,8,,,70,,,,,,,,,,,,,,,,,,,,B03,,,1,,3,,,23,,1,22,,B03,120.6482,24.395786,3
2021,3,2,7,44,臺中市,南區,0,1,0,8,1,5,40,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,7,3,5,F01,7,9,8,20,2,16,,6,6,1,5,8,F01,120.6701,24.11285,2
2021,3,2,7,45,臺中市,大雅區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,1,4,4,1,3,15,3,10,1,1,B03,7,5,1,8,2,1,,15,15,1,21,8,B03,120.657755,24.220485,2
2021,3,2,7,46,臺中市,神岡區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.664621,24.273505,3
2021,3,2,7,47,臺中市,南屯區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,19,,1,22,,B03,120.624047,24.152424,3
2021,3,2,7,48,臺中市,大安區,0,1,0,7,1,5,50,14,9,1,5,4,5,7,4,4,9,5,5,1,13,23,2,9,1,1,C03,7,4,1,10,2,11,,23,23,1,22,9,C03,120.608298,24.348612,2
2021,3,2,7,50,臺中市,龍井區,0,0,0,8,,,90,,,,,,,,,,,,,,,,,,,,,,,8,,10,,,43,,,,,,120.515,24.208,3
2021,3,2,7,51,臺中市,沙鹿區,0,2,0,7,1,5,50,4,2,1,5,4,5,7,4,4,10,5,5,2,16,26,2,9,1,1,C03,7,9,1,10,2,11,,26,26,1,21,1,C03,120.555112,24.231658,2
2021,3,2,7,52,臺中市,西屯區,0,2,0,8,1,5,40,4,1,1,5,4,5,7,4,4,7,2,4,2,16,23,2,9,3,4,F03,7,9,8,20,11,16,,23,23,1,22,9,F03,120.593748,24.178311,2
2021,3,2,7,54,臺中市,大甲區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,16,,1,,,B03,120.603394,24.327118,3
2021,3,2,7,56,臺中市,南屯區,0,1,0,8,1,5,50,14,8,1,5,4,5,7,4,4,1,5,1,2,18,13,2,9,1,1,C03,7,9,1,10,2,14,,13,13,1,22,8,C03,120.592438,24.157989,2
2021,3,2,7,59,臺中市,南屯區,0,1,0,8,1,5,40,14,7,1,5,4,5,7,4,4,9,5,4,2,16,11,2,7,1,1,C03,7,11,1,10,2,11,12,11,11,1,4,4,C03,120.64322,24.148765,2
2021,3,2,8,0,臺中市,清水區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,5,4,5,1,16,8,2,9,1,1,C03,7,5,1,10,2,11,,8,8,1,21,8,C03,120.555886,24.259113,2
2021,3,2,8,5,臺中市,南區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,12,23,2,8,1,1,C03,7,9,1,10,2,12,14,23,23,1,5,8,C03,120.656276,24.114179,2
2021,3,2,8,8,臺中市,豐原區,0,2,0,8,1,5,25,12,9,1,5,4,5,7,4,4,10,5,5,2,17,42,2,9,3,4,C03,7,15,1,10,2,11,,42,42,1,22,8,C03,120.745116,24.265411,2
2021,3,2,8,11,臺中市,南屯區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,16,,,,,B03,120.620512,24.117274,3
2021,3,2,8,32,臺中市,霧峰區,0,1,0,8,1,5,70,3,3,1,5,4,5,7,1,1,10,5,5,2,13,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,22,9,C03,120.695678,24.021835,2
2021,3,2,8,37,臺中市,北區,0,0,0,8,,,1,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,23,,1,22,,C03,120.681719,24.148884,3
2021,3,2,8,38,臺中市,西屯區,0,1,0,8,1,5,40,4,2,1,5,4,5,7,1,1,1,2,1,2,16,26,3,10,3,4,C03,7,8,1,10,2,11,,26,26,1,22,9,C03,120.646836,24.164343,2
2021,3,2,8,40,臺中市,大里區,0,0,0,8,,,80,,,,,,,,,,,,,,,,,,,,A41,,,1,,2,,,42,,1,,,A41,120.663276,24.083381,3
2021,3,2,8,42,臺中市,北區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,5,5,4,2,13,16,2,9,1,1,C03,7,9,1,10,2,11,,16,16,1,21,8,C03,120.676489,24.159195,2
2021,3,2,8,42,臺中市,北屯區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,17,26,2,7,3,4,C03,7,9,1,10,2,11,,26,26,1,21,8,C03,120.6646,24.17899,2
2021,3,2,8,44,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,26,,2,,,B12,120.623574,24.148816,3
2021,3,2,9,0,臺中市,大里區,0,0,0,8,1,5,60,14,9,1,5,4,5,7,4,4,9,4,5,1,13,23,3,10,1,1,B03,7,9,1,8,5,1,,23,23,1,21,8,B03,120.686112,24.087826,3
2021,3,2,9,2,臺中市,烏日區,0,1,0,8,1,5,60,4,1,1,5,4,5,7,2,1,10,5,5,2,16,9,3,10,1,1,B03,7,6,1,7,2,5,,9,9,1,21,8,B03,120.620584,24.10555,2
2021,3,2,9,19,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,19,,,,,B03,,,1,8,1,,,19,19,1,,,B03,120.656101,24.143248,3
2021,3,2,9,30,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,23,,1,21,,B03,120.690535,24.164941,3
2021,3,2,9,30,臺中市,大肚區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,A31,,,1,,2,,,7,,1,10,,A31,120.576285,24.118846,3
2021,3,2,9,32,臺中市,北區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,10,5,5,2,17,43,2,9,1,1,C03,7,1,1,10,2,12,,43,43,1,22,9,C03,120.68092,24.155431,2
2021,3,2,9,37,臺中市,西屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,5,5,5,2,15,6,2,9,3,4,C03,7,9,1,10,2,12,,6,6,1,21,8,C03,120.622016,24.183908,2
2021,3,2,9,40,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,C03,,,1,,2,,,23,23,1,22,,C03,120.646851,24.146718,3
2021,3,2,9,41,臺中市,烏日區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,12,25,3,10,1,1,C03,7,9,1,10,2,14,,25,25,1,21,8,C03,120.63406,24.108205,2
2021,3,2,9,45,臺中市,太平區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,B12,,,1,,1,,,12,,1,19,,B12,120.721265,24.130679,3
2021,3,2,9,47,臺中市,南屯區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,4,,6,6,1,22,8,B03,120.615066,24.14662,2
2021,3,2,9,48,臺中市,北區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,4,5,2,16,6,3,10,1,1,B03,7,6,1,8,2,2,,6,6,1,22,8,B03,120.671171,24.173688,2
2021,3,2,9,49,臺中市,龍井區,0,0,0,8,,,60,,,,,,,,,,,,,,,23,,,,,A31,,,1,,2,,,23,23,1,,,A31,120.514072,24.198408,3
2021,3,2,9,58,臺中市,南屯區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,9,4,4,2,16,10,3,10,1,1,B03,7,11,1,8,2,8,,10,10,1,22,8,B03,120.624047,24.152424,2
2021,3,2,9,59,臺中市,西屯區,0,0,0,8,,,60,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,16,,1,,,B03,120.636509,24.170818,3
2021,3,2,10,0,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.668759,24.156796,3
2021,3,2,10,0,臺中市,西屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,12,,1,,,B03,120.62678,24.165841,3
2021,3,2,10,2,臺中市,神岡區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,16,,1,,,B03,120.652861,24.280818,3
2021,3,2,10,3,臺中市,東區,0,2,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,8,1,1,C04,7,9,1,10,2,11,,6,6,1,5,8,C04,120.684106,24.133426,2
2021,3,2,10,4,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,5,,1,22,,B03,120.719186,24.257741,3
2021,3,2,10,5,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,,,,8,,10,,,67,,1,,,,120.68027,24.108151,3
2021,3,2,10,10,臺中市,潭子區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,3,1,5,5,5,1,17,43,2,9,1,1,C04,7,5,1,10,2,15,,43,43,1,22,5,C04,120.704352,24.207145,2
2021,3,2,10,14,臺中市,北屯區,1,3,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,2,5,2,13,42,2,9,3,4,B03,7,15,1,8,2,1,,42,42,1,21,8,B03,120.717372,24.167241,1
2021,3,2,10,15,臺中市,大肚區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,12,,1,10,,B12,120.582626,24.112745,3
2021,3,2,10,23,臺中市,大甲區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,6,,1,22,,B03,120.627639,24.348817,3
2021,3,2,10,24,臺中市,潭子區,0,1,0,8,1,5,60,14,7,1,5,4,3,7,4,4,3,4,4,1,12,7,2,9,1,1,C03,7,7,1,10,2,14,,7,7,1,22,8,C03,120.709701,24.234808,2
2021,3,2,10,26,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,,,,7,,11,,,43,,,,,,120.648855,24.121975,3
2021,3,2,10,30,臺中市,神岡區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,23,2,7,3,4,F03,7,5,8,20,2,16,,23,23,1,22,9,F03,120.660681,24.254885,2
2021,3,2,10,35,臺中市,西區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,16,27,3,10,1,1,C03,7,11,1,10,2,11,,27,27,1,21,8,C03,120.66189,24.144554,2
2021,3,2,10,52,臺中市,霧峰區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,16,,1,,,B03,120.698676,24.064303,3
2021,3,2,10,53,臺中市,北屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,6,3,10,1,1,B03,7,6,1,8,2,5,,6,6,1,21,8,B03,120.697898,24.170843,2
2021,3,2,10,54,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,,,,,B03,,,1,,11,,,16,16,1,22,,B03,120.638651,24.142025,3
2021,3,2,10,59,臺中市,西屯區,0,2,0,8,1,5,40,3,1,1,5,4,5,7,1,1,8,4,5,1,3,25,2,7,1,4,C03,7,9,1,10,2,11,,25,25,1,4,8,C03,120.606529,24.19456,2
2021,3,2,11,0,臺中市,西區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B03,7,6,1,8,2,2,,6,6,1,21,8,B03,120.670484,24.152219,2
2021,3,2,11,2,臺中市,北屯區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,17,19,2,9,1,1,C03,7,1,1,10,2,11,,19,19,1,20,8,C03,120.690133,24.165326,2
2021,3,2,11,5,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,A41,,,1,,1,,,7,,1,10,,A41,120.656705,24.20112,3
2021,3,2,11,8,臺中市,霧峰區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,4,4,10,5,5,2,11,6,3,10,1,1,B03,7,5,1,8,2,5,,6,6,1,6,8,B03,120.696452,24.065352,2
2021,3,2,11,14,臺中市,西區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,13,23,2,8,1,1,C03,7,9,1,10,2,11,,23,23,1,22,9,C03,120.659021,24.152858,2
2021,3,2,11,15,臺中市,大里區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B12,,,1,,1,,,9,,2,,,B12,120.694912,24.119799,3
2021,3,2,11,17,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,19,,1,21,,B03,120.673555,24.16552,3
2021,3,2,11,22,臺中市,西區,0,1,0,7,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,4,11,2,11,,6,6,1,22,8,C03,120.655117,24.138437,2
2021,3,2,11,25,臺中市,北區,0,2,0,8,1,5,50,14,7,1,5,4,5,7,4,4,3,4,4,2,13,16,2,9,1,1,C03,7,9,1,10,2,11,,16,16,1,22,8,C03,120.686965,24.154439,2
2021,3,2,11,26,臺中市,西屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,12,,1,,,B12,120.649832,24.166273,3
2021,3,2,11,26,臺中市,西屯區,0,1,0,8,1,8,30,14,9,1,5,4,5,7,4,4,10,5,5,2,17,19,2,9,1,1,C03,7,1,1,10,2,12,,19,19,1,22,9,C03,120.666076,24.171971,2
2021,3,2,11,29,臺中市,外埔區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,4,5,1,20,44,2,9,1,1,C03,7,9,1,10,2,12,,44,44,1,21,8,C03,120.671491,24.341131,2
2021,3,2,11,32,臺中市,北區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,16,6,3,10,1,1,B03,7,11,1,8,2,5,,6,6,1,22,8,B03,120.683946,24.154607,2
2021,3,2,11,33,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,A12,,,1,,1,,,12,,1,,,A12,120.595879,24.164587,3
2021,3,2,11,47,臺中市,南屯區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,5,1,2,18,23,2,9,1,1,C03,7,9,1,10,2,12,,23,23,1,22,8,C03,120.591333,24.158646,2
2021,3,2,11,51,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,42,,1,22,,C03,120.648785,24.150666,3
