年,月,日,時,分,縣市,區,死,受傷,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS緯度,GPS經度,事故類別
2021,3,17,7,30,臺中市,南屯區,0,1,0,8,1,5,50,14,12,1,5,4,5,7,4,4,4,4,4,2,18,23,2,9,1,1,C03,7,9,1,10,2,12,,23,23,1,22,8,C03,120.620759,24.140075,2
2021,3,17,7,30,臺中市,西屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,23,3,10,3,4,B12,7,6,1,8,2,5,,23,23,1,22,8,B12,120.658028,24.167876,2
2021,3,17,7,30,臺中市,龍井區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,12,,1,9,,B12,120.563785,24.197563,3
2021,3,17,7,31,臺中市,梧棲區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,19,,1,12,,B03,120.549707,24.252467,3
2021,3,17,7,34,臺中市,北區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,4,4,5,5,5,2,15,6,3,10,1,1,C03,7,9,3,18,2,12,,6,6,1,5,8,C03,120.680922,24.154881,2
2021,3,17,7,34,臺中市,南屯區,0,3,0,8,1,5,50,14,12,1,5,4,5,7,4,4,5,4,4,2,13,16,2,8,1,1,C03,7,9,1,10,2,14,,16,16,1,18,8,C03,120.620456,24.139969,2
2021,3,17,7,34,臺中市,南屯區,0,2,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,4,4,2,13,16,2,9,1,1,C03,7,9,1,10,2,14,12,16,16,1,21,8,C03,120.620605,24.140008,2
2021,3,17,7,35,臺中市,南屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,16,26,2,9,1,1,C03,7,9,1,10,2,11,,26,26,1,21,8,C03,120.610323,24.13654,2
2021,3,17,7,35,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,1,,1,9,,B03,120.683479,24.201231,3
2021,3,17,7,35,臺中市,大肚區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,25,3,10,1,1,B03,7,5,1,8,2,5,,25,25,1,2,1,B03,120.561161,24.125125,2
2021,3,17,7,40,臺中市,南屯區,0,0,0,8,,,60,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,23,,1,,,B03,120.596779,24.155849,3
2021,3,17,7,43,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,16,,1,,,C03,120.702778,24.088029,3
2021,3,17,7,43,臺中市,霧峰區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B01,,,1,,2,,,8,,1,5,,B01,120.700009,24.073665,3
2021,3,17,7,45,臺中市,大甲區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,1,13,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,21,1,C03,120.65497,24.3921,2
2021,3,17,7,45,臺中市,后里區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,A12,,,1,,2,,,23,,1,,,A12,120.693781,24.313558,3
2021,3,17,7,49,臺中市,豐原區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,17,44,2,9,1,1,C03,7,9,1,10,2,11,,44,44,1,22,9,C03,120.754561,24.274078,2
2021,3,17,7,51,臺中市,太平區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,1,16,19,2,9,1,1,C03,7,1,1,10,2,11,,19,19,1,18,8,C03,120.735331,24.144749,2
2021,3,17,7,55,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,16,,1,22,,C03,120.615209,24.153693,3
2021,3,17,7,55,臺中市,神岡區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,F03,,,8,,2,,,23,,1,21,,F03,120.705176,24.276035,3
2021,3,17,7,59,臺中市,南屯區,0,2,0,8,1,5,50,3,2,1,5,4,5,7,4,4,9,4,4,2,17,19,2,8,1,1,C03,7,1,1,10,2,11,,19,19,1,22,9,C03,120.612609,24.153107,2
2021,3,17,8,0,臺中市,神岡區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,4,4,5,4,5,1,18,42,2,9,1,1,C03,7,9,1,10,2,11,,42,42,1,12,8,C03,120.688134,24.266989,2
2021,3,17,8,2,臺中市,西區,0,0,0,,,,,,,,,,,,,,,,,,,43,,,,,B03,,,1,,10,,,38,43,1,20,,B03,120.664031,24.145189,3
2021,3,17,8,2,臺中市,南屯區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,2,4,5,2,13,23,2,9,1,4,C03,7,9,1,10,2,11,,23,23,1,22,8,C03,120.614883,24.148061,2
2021,3,17,8,4,臺中市,烏日區,0,2,0,8,1,5,50,14,7,1,5,4,5,7,2,1,4,3,5,1,12,8,2,9,1,1,C03,7,5,1,10,2,14,,8,8,1,21,8,C03,120.643758,24.082231,2
2021,3,17,8,5,臺中市,龍井區,0,1,0,8,1,5,40,14,9,1,5,4,5,7,4,4,1,4,5,1,17,7,3,10,3,4,B03,7,7,1,8,2,15,,7,7,1,4,1,B03,120.522005,24.217084,2
2021,3,17,8,5,臺中市,沙鹿區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,4,,6,6,1,2,1,B03,120.605218,24.244525,2
2021,3,17,8,5,臺中市,神岡區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,21,,B03,120.694585,24.248655,3
2021,3,17,8,12,臺中市,梧棲區,0,0,0,8,,,70,,,,,,,,,,,,,,,,,,,,A11,,,1,,2,,,23,,1,10,,A11,120.554519,24.24326,3
2021,3,17,8,13,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,42,,1,4,,B12,120.667837,24.117036,3
2021,3,17,8,15,臺中市,西區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,11,,6,6,1,21,8,C03,120.668149,24.151441,2
2021,3,17,8,22,臺中市,北區,0,1,0,8,1,5,50,5,1,1,5,4,5,7,2,1,2,4,5,2,16,26,2,9,1,1,C03,7,15,1,10,2,14,,26,26,1,22,8,C03,120.686142,24.154778,2
2021,3,17,8,24,臺中市,北屯區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,16,25,3,10,1,1,B12,7,9,1,8,2,8,,25,25,1,4,8,B12,120.7036,24.1727,2
2021,3,17,8,27,臺中市,大里區,0,2,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,12,,6,6,1,21,1,C03,120.701294,24.088088,2
2021,3,17,8,36,臺中市,南區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.656685,24.123005,3
2021,3,17,8,39,臺中市,烏日區,0,1,0,8,1,5,70,11,13,1,5,4,5,7,4,4,1,4,4,1,12,9,3,10,1,1,B03,7,6,1,8,2,6,,9,9,1,21,8,B03,120.584276,24.111436,2
2021,3,17,8,45,臺中市,神岡區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,4,1,17,6,3,10,1,1,B12,7,6,1,8,2,2,,6,6,1,12,8,B12,120.698425,24.235202,2
2021,3,17,8,48,臺中市,烏日區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,42,,1,12,,C03,120.600615,24.111894,3
2021,3,17,8,49,臺中市,西屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B12,,,1,,1,,,23,,1,22,,B12,120.63565,24.189035,3
2021,3,17,8,55,臺中市,南屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,12,17,3,10,1,1,B12,7,9,1,8,2,6,,17,17,1,22,8,B12,120.649811,24.142324,2
2021,3,17,9,0,臺中市,南屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,44,,1,,,B03,120.61102,24.145785,3
2021,3,17,9,11,臺中市,西屯區,0,2,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,5,3,2,17,44,2,9,1,1,C03,7,9,1,10,2,12,,44,44,1,4,8,C03,120.613506,24.183796,2
2021,3,17,9,17,臺中市,神岡區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,6,,1,21,,B03,120.661558,24.257688,3
2021,3,17,9,18,臺中市,沙鹿區,0,1,0,8,1,5,50,4,1,1,5,4,5,5,4,4,5,5,5,1,15,6,2,9,1,1,C03,7,9,1,10,2,12,,6,6,1,21,8,C03,120.573509,24.22533,2
2021,3,17,9,28,臺中市,霧峰區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,16,6,3,10,1,1,C03,7,9,1,10,2,11,,6,6,1,3,8,C03,120.702405,24.07063,2
2021,3,17,9,30,臺中市,中區,0,0,0,,,,,,,,,,,,,,,,,,,42,,,,,B03,,,8,,10,,,44,42,1,20,,B03,120.68103,24.13706,3
2021,3,17,9,30,臺中市,南屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,12,6,3,10,1,1,B03,7,6,1,8,2,5,,6,6,1,22,9,B03,120.62938,24.118866,2
2021,3,17,9,37,臺中市,大肚區,0,1,0,8,1,5,30,3,1,1,5,4,5,7,4,4,10,5,5,2,16,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,2,8,C03,120.568858,24.126499,2
2021,3,17,9,40,臺中市,沙鹿區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,8,1,1,C03,7,9,1,10,2,14,,23,6,1,21,8,C03,120.600389,24.25578,2
2021,3,17,9,46,臺中市,大肚區,0,1,0,8,1,5,70,4,1,1,5,4,5,7,1,1,10,5,5,2,12,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,19,7,C03,120.550938,24.138496,2
2021,3,17,9,48,臺中市,沙鹿區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,17,23,3,10,1,1,B03,7,6,1,8,2,1,,23,23,1,4,8,B03,120.569256,24.22481,2
2021,3,17,9,48,臺中市,大甲區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,12,17,3,10,1,1,B03,7,9,1,8,2,2,,17,17,1,19,8,B03,120.62457,24.34632,2
2021,3,17,9,49,臺中市,烏日區,1,0,0,8,1,5,30,4,2,1,5,4,5,7,4,4,10,5,5,2,17,34,3,10,1,1,G03,7,14,1,3,2,15,,34,34,1,10,8,G03,120.640818,24.100371,1
2021,3,17,9,50,臺中市,南屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,A02,,,1,,2,,,23,,1,,,A02,120.605796,24.138887,3
2021,3,17,9,51,臺中市,大里區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,9,,1,21,,B03,120.684119,24.091051,3
2021,3,17,10,0,臺中市,烏日區,0,1,0,8,1,5,60,4,2,1,5,4,5,7,1,1,1,2,4,1,16,26,3,10,1,1,B03,7,8,1,8,2,6,,26,26,1,12,8,B03,120.620161,24.105486,2
2021,3,17,10,3,臺中市,西區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,4,4,9,5,5,2,16,6,2,9,3,4,C03,7,9,1,10,2,11,,6,6,1,21,8,C03,120.668984,24.1479,2
2021,3,17,10,6,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,1,,,23,,1,21,,B12,120.647439,24.169389,3
2021,3,17,10,10,臺中市,西屯區,0,2,0,8,1,5,40,4,1,1,5,4,4,7,2,1,10,5,5,2,15,43,2,7,3,4,C03,7,9,1,10,2,12,,43,43,1,22,8,C03,120.632453,24.182921,2
2021,3,17,10,14,臺中市,北區,0,1,0,8,1,5,50,14,20,1,5,4,5,7,4,4,5,5,5,2,17,42,2,9,1,1,B03,7,15,1,8,2,1,,42,42,1,22,9,B03,120.684054,24.154645,2
2021,3,17,10,21,臺中市,南區,0,0,0,8,1,5,50,14,9,1,5,4,5,7,1,1,5,5,5,2,16,23,3,10,1,1,C03,7,15,1,10,2,14,,23,23,1,22,8,C03,120.6718,24.11905,3
2021,3,17,10,26,臺中市,西屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,9,3,4,C03,7,9,1,10,2,12,13,6,6,1,22,8,C03,120.642371,24.175205,2
2021,3,17,10,36,臺中市,豐原區,0,1,0,8,1,5,30,4,2,1,5,4,5,7,4,4,10,5,5,2,16,6,3,10,1,1,B12,7,5,1,4,2,5,,6,6,1,21,3,B12,120.741682,24.254553,2
2021,3,17,10,37,臺中市,北區,0,1,0,8,1,5,40,3,2,1,5,4,5,7,4,4,1,4,5,2,13,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,5,8,C03,120.680097,24.163365,2
2021,3,17,10,45,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,A12,,,1,,2,,,17,,1,22,,A12,120.623663,24.148794,3
2021,3,17,10,50,臺中市,神岡區,0,0,0,8,,,50,,,,,,,,,,,,,,,18,,,,,B12,,,1,,2,,,18,18,,12,,B12,120.697934,24.248587,3
2021,3,17,10,51,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,23,,1,21,,B03,120.664064,24.15509,3
2021,3,17,10,55,臺中市,大甲區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,18,67,,,,,,,,,,,,,67,67,1,,,,120.624458,24.347555,2
2021,3,17,10,58,臺中市,西區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,3,4,4,2,16,9,3,10,1,1,B03,7,6,1,8,2,2,,9,9,1,4,6,B03,120.665651,24.137261,2
2021,3,17,11,1,臺中市,東區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,2,9,1,1,C03,7,5,1,10,2,14,,6,6,1,5,8,C03,120.692511,24.138855,2
2021,3,17,11,4,臺中市,豐原區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,44,,,,,B03,120.714871,24.249495,3
2021,3,17,11,11,臺中市,南屯區,0,2,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,4,4,2,13,16,3,10,1,1,B12,7,9,1,8,1,1,,16,16,1,4,8,B12,120.636502,24.134741,2
2021,3,17,11,13,臺中市,沙鹿區,0,2,0,8,1,5,30,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,4,1,1,F03,7,5,8,20,2,16,,6,6,1,21,8,F03,120.570074,24.237354,2
2021,3,17,11,15,臺中市,清水區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,13,23,2,1,1,5,F03,7,9,8,20,8,16,,23,23,1,5,5,F03,120.572188,24.270927,2
2021,3,17,11,27,臺中市,外埔區,0,1,0,8,1,5,50,14,9,1,5,4,5,3,4,4,10,5,5,2,16,19,3,10,1,1,B03,7,1,1,8,2,8,,19,19,1,21,8,B03,120.658785,24.328025,2
2021,3,17,11,39,臺中市,大里區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,4,4,5,4,5,1,11,4,2,9,1,1,C04,7,1,1,8,2,14,,4,4,1,22,8,C04,120.701014,24.088761,2
2021,3,17,11,43,臺中市,中區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,9,3,4,C03,7,5,1,10,2,14,,6,6,1,21,8,C03,120.68078,24.137912,2
2021,3,17,11,43,臺中市,清水區,0,0,0,8,1,5,40,,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,12,12,2,,,B03,120.558153,24.271961,3
2021,3,17,11,45,臺中市,西區,0,0,0,,,,,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,44,23,1,20,,B03,120.659526,24.147625,3
2021,3,17,11,47,臺中市,神岡區,0,1,0,8,1,5,40,4,1,1,5,4,5,7,4,4,10,5,5,2,17,6,2,9,1,1,C03,7,9,1,10,2,11,,6,6,1,12,8,C03,120.676314,24.248642,2
2021,3,17,11,51,臺中市,南屯區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,2,1,5,4,5,2,16,6,3,10,1,1,B12,7,5,1,8,2,2,,6,6,1,22,8,B12,120.649855,24.142511,2
2021,3,17,12,0,臺中市,北區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,5,5,4,2,16,9,3,10,1,1,C03,7,6,1,10,2,13,,9,9,1,22,8,C03,120.668318,24.168203,2
2021,3,17,12,0,臺中市,南屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,17,13,2,9,1,1,C03,7,9,1,10,2,14,,13,13,1,22,8,C03,120.607922,24.138393,2
2021,3,17,12,0,臺中市,豐原區,0,1,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,16,6,3,10,3,4,C03,7,5,1,10,2,11,,6,6,1,22,8,C03,120.737823,24.273331,2
2021,3,17,12,10,臺中市,南屯區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,4,4,2,16,26,2,9,1,1,C03,7,8,1,10,2,12,,26,26,1,22,8,C03,120.609787,24.138175,2
2021,3,17,12,14,臺中市,北屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,17,6,3,10,1,1,B03,7,6,1,8,2,5,,6,6,1,21,8,B03,120.68619,24.181538,2
2021,3,17,12,14,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,17,,,,,C03,,,1,,1,,,17,17,1,22,,C03,120.645186,24.179161,3
2021,3,17,12,17,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,6,,1,5,,B03,120.658764,24.117199,3
2021,3,17,12,20,臺中市,豐原區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,21,,B03,120.723911,24.223288,3
2021,3,17,12,25,臺中市,北區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,B01,,,1,,9,,,43,,1,,,B01,120.684164,24.148251,3
2021,3,17,12,31,臺中市,龍井區,0,1,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,9,1,1,C03,7,9,1,10,2,12,,6,6,1,21,8,C03,120.595171,24.187448,2
2021,3,17,12,32,臺中市,南屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,12,6,3,10,1,1,B03,7,6,1,8,2,2,,6,6,1,22,9,B03,120.642644,24.151048,2
2021,3,17,12,35,臺中市,西區,0,1,0,8,1,5,50,4,7,1,5,4,5,7,1,1,3,2,4,2,13,23,3,10,1,1,B03,7,14,1,8,1,1,,23,23,1,5,6,B03,120.657351,24.136485,2
2021,3,17,12,35,臺中市,北區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,4,4,5,5,5,2,16,6,2,9,1,1,C03,7,5,1,10,2,11,,6,6,1,5,8,C03,120.679246,24.159301,2
2021,3,17,12,42,臺中市,南區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,27,23,2,9,1,1,C03,7,9,1,10,2,15,,23,23,1,22,9,C03,120.676813,24.125818,2
2021,3,17,12,43,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,23,,,,,B02,,,1,,2,,,44,23,1,4,,B02,120.615193,24.182598,3
2021,3,17,12,49,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,23,,1,22,,C03,120.656703,24.201415,3
2021,3,17,12,50,臺中市,大甲區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,23,,1,4,,B12,120.644333,24.40526,3
2021,3,17,12,53,臺中市,龍井區,0,2,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,4,1,2,13,43,2,9,1,1,C03,7,9,1,10,2,11,,43,43,1,21,8,C03,120.573556,24.189047,2
2021,3,17,12,55,臺中市,太平區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,4,4,2,17,19,3,10,1,1,B03,7,1,6,8,2,1,,19,19,1,21,8,B03,120.715771,24.106507,2
2021,3,17,13,1,臺中市,新社區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,21,,B03,120.806907,24.256582,3
2021,3,17,13,5,臺中市,南屯區,0,1,0,8,1,5,40,4,2,1,5,4,5,7,4,4,5,4,4,2,16,9,3,10,1,1,B03,7,6,1,8,2,5,,9,9,1,22,8,B03,120.609628,24.130203,2
2021,3,17,13,10,臺中市,霧峰區,0,1,0,8,1,5,50,11,8,1,5,4,5,7,4,4,9,4,4,2,16,7,3,10,1,1,B12,7,7,1,8,2,4,,7,7,1,12,8,B12,120.69799,24.059415,2
2021,3,17,13,15,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B01,,,1,,2,,,17,,,22,,B01,120.643629,24.146878,3
2021,3,17,13,24,臺中市,北區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,4,4,1,4,4,2,16,9,3,10,1,1,B12,7,6,1,8,2,2,,9,9,1,22,8,B12,120.683669,24.163012,2
2021,3,17,13,39,臺中市,大里區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,5,4,4,2,13,16,3,10,1,1,B12,7,9,1,3,2,1,,16,16,1,21,3,B12,120.687856,24.100298,2
2021,3,17,13,45,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,23,,1,22,,C03,120.673781,24.165325,3
2021,3,17,14,16,臺中市,豐原區,0,1,0,8,1,5,30,5,9,1,5,4,5,7,4,4,10,5,5,2,16,6,3,10,3,4,B03,7,5,1,8,2,4,,6,6,1,22,8,B03,120.733497,24.268497,2
2021,3,17,14,25,臺中市,東區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,19,,1,5,,B03,120.690135,24.135808,3
2021,3,17,14,27,臺中市,新社區,0,2,0,8,1,5,30,4,9,1,5,4,5,7,4,4,5,5,5,2,16,6,2,9,1,1,C03,7,9,1,10,2,11,,6,6,1,22,9,C03,120.807471,24.220396,2
2021,3,17,14,38,臺中市,西屯區,0,3,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,9,1,1,C04,7,9,1,10,2,14,,6,6,1,4,8,C04,120.644451,24.17875,2
2021,3,17,14,47,臺中市,豐原區,0,0,0,8,,,60,,,,,,,,,,,,,,,,,,,,A12,,,1,,2,,,7,,1,22,,A12,120.735184,24.246936,3
2021,3,17,14,58,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,7,,1,22,,B12,120.686668,24.187935,3
2021,3,17,15,2,臺中市,大里區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,6,,1,,,B12,120.673757,24.087613,3
2021,3,17,15,10,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,A21,,,1,,2,,,12,,1,,,A21,120.596151,24.175837,3
2021,3,17,15,15,臺中市,東區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,A04,,,1,,2,,,17,,1,10,,A04,120.686347,24.138972,3
2021,3,17,15,23,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,23,,1,22,,B03,120.631239,24.125238,3
2021,3,17,15,28,臺中市,龍井區,0,1,0,8,1,5,30,3,1,1,5,4,5,7,4,4,10,5,5,2,16,19,3,10,1,1,B03,7,1,6,8,2,5,,19,19,1,21,8,B03,120.58798,24.18078,2
2021,3,17,15,30,臺中市,南區,0,2,0,8,1,5,50,14,8,1,5,4,5,7,4,4,9,4,4,2,12,16,2,9,1,1,C03,7,9,1,10,2,12,,16,16,1,5,1,C03,120.65844,24.128354,2
2021,3,17,15,35,臺中市,南屯區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,7,,1,22,,B12,120.622826,24.149885,3
2021,3,17,15,37,臺中市,南屯區,0,2,0,8,1,5,50,3,9,1,5,4,5,7,3,1,5,4,5,2,16,10,3,10,1,1,B03,7,11,1,8,2,8,,10,10,1,21,8,B03,120.609021,24.129065,2
2021,3,17,15,47,臺中市,霧峰區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,17,6,3,10,3,4,B12,7,5,1,8,2,8,,6,6,1,21,5,B12,120.688425,24.0443,2
2021,3,17,15,50,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,23,,1,,,B03,120.625483,24.193539,3
2021,3,17,15,50,臺中市,大肚區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,17,,1,2,,B12,120.544625,24.153873,3
2021,3,17,15,56,臺中市,西區,0,0,0,8,1,5,50,4,1,1,5,4,5,7,1,1,1,5,1,2,13,,,,,,B03,,,1,,1,,,16,,1,21,,B03,120.662626,24.155678,3
2021,3,17,16,0,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,1,,,43,,1,12,,B12,120.678121,24.114743,3
2021,3,17,16,1,臺中市,西屯區,0,1,0,8,1,5,40,14,9,1,5,4,5,7,4,4,5,5,5,2,29,42,2,9,1,1,C03,7,9,1,10,2,12,,42,42,1,22,8,C03,120.655638,24.179656,2
2021,3,17,16,13,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,6,,1,22,,B03,120.644597,24.18512,3
2021,3,17,16,16,臺中市,東區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,12,,1,5,,B12,120.71,24.149,3
2021,3,17,16,18,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,7,,1,5,,B03,120.655832,24.134826,3
2021,3,17,16,20,臺中市,大甲區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,6,,1,4,,B03,120.621509,24.345676,3
2021,3,17,16,22,臺中市,南屯區,0,1,0,8,1,5,50,4,9,1,5,4,5,7,2,1,1,4,4,2,12,4,2,9,1,1,C03,7,9,1,10,2,12,,4,4,1,21,8,C03,120.615835,24.146876,2
2021,3,17,16,26,臺中市,西屯區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,5,4,5,2,15,43,2,8,3,4,C03,7,9,1,10,2,12,,43,43,1,21,8,C03,120.646809,24.174926,2
2021,3,17,16,29,臺中市,南屯區,0,0,0,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,13,23,3,10,1,1,B03,7,9,1,,1,1,,23,23,1,22,8,B03,120.65259,24.140049,3
